Canonical_SMILES,Standardized_SMILES,Toxicity_Value
CCNC(=S)N1CCC(NC(=O)C2CCCCC2)CC1,CCNC(=S)N1CCC(NC(=O)C2CCCCC2)CC1,0
Clc1ccc(SCc2cc(-c3ccccc3)no2)cc1,Clc1ccc(SCc2cc(-c3ccccc3)no2)cc1,1
CN(C)CCCN1c2ccc3ccccc3c2Sc2cccc(Cl)c21,CN(C)CCCN1c2ccc3ccccc3c2Sc2cccc(Cl)c21,1
O=C(Nc1cccc(F)c1)N1CC[C@@]2(CCCN(C(=O)c3ccncc3)C2)C1,O=C(Nc1cccc(F)c1)N1CC[C@@]2(CCCN(C(=O)c3ccncc3)C2)C1,0
CCCCOC(=O)Nc1ccccc1C(=O)OC,CCCCOC(=O)Nc1ccccc1C(=O)OC,1
Cc1ccccc1-c1nc(NCc2cccnc2)c2ccccc2n1,Cc1ccccc1-c1nc(NCc2cccnc2)c2ccccc2n1,1
Cc1cc(C(=O)N/N=C/c2cccc([N+](=O)[O-])c2)c(C)o1,Cc1cc(C(=O)N/N=C/c2cccc([N+](=O)[O-])c2)c(C)o1,0
CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c5c(nc6cc(C)ccn65)c4c3C2=O)NC(=O)C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c5c(nc6cc(C)ccn65)c4c3C2=O)NC(=O)C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,0
COc1ccc(CC(=S)N2CCOCC2)cc1OC,COc1ccc(CC(=S)N2CCOCC2)cc1OC,1
O=C(c1cnccn1)N1CCC2(CCCN(C(c3ccccc3)c3ccccc3)C2)CC1,O=C(c1cnccn1)N1CCC2(CCCN(C(c3ccccc3)c3ccccc3)C2)CC1,1
COc1ccc(/C=C/C(=O)c2ccc(O)cc2O)cc1OC,COc1ccc(/C=C/C(=O)c2ccc(O)cc2O)cc1OC,1
Cc1ccc2nc(-c3ccc(N)cc3)sc2c1S(=O)(=O)O,Cc1ccc2nc(-c3ccc(N)cc3)sc2c1S(=O)(=O)O,1
COc1ccc(/C=C/C(=O)c2ccc(C)s2)cc1,COc1ccc(/C=C/C(=O)c2ccc(C)s2)cc1,0
O=C(Nc1ccc(-c2csc(-c3ccccc3)n2)cc1)c1ccccc1Cl,O=C(Nc1ccc(-c2csc(-c3ccccc3)n2)cc1)c1ccccc1Cl,0
Cc1cnc(CNc2nc(-c3ccccc3Cl)nc3ccccc23)cn1,Cc1cnc(CNc2nc(-c3ccccc3Cl)nc3ccccc23)cn1,0
COc1ccc2[nH]c3c(c2c1)CCNC3,COc1ccc2[nH]c3c(c2c1)CCNC3,0
O=C(CC(=O)NN=C1CCCC1)NCCc1ccccc1,O=C(CC(=O)NN=C1CCCC1)NCCc1ccccc1,0
C[C@@H](c1ccccc1)N1C(=O)[C@H]2CC[C@@H]3/C(=N\OCc4ccccc4)C[C@@H](O)[C@@H](O)[C@@H]3[C@@H]2C1=O,C[C@@H](c1ccccc1)N1C(=O)[C@H]2[C@H]3[C@H](O)[C@H](O)C/C(=N/OCc4ccccc4)[C@H]3CC[C@@H]2C1=O,0
CNc1nc(-c2ccc(N(C)C)cc2)nc2ccccc12,CNc1nc(-c2ccc(N(C)C)cc2)nc2ccccc12,1
CCOc1ccccc1OCC(=O)Nc1ccc(Cl)cc1Cl,CCOc1ccccc1OCC(=O)Nc1ccc(Cl)cc1Cl,1
COc1ccc(C(=O)Nc2ccc(Cl)cc2C(=O)NCCN2CCOCC2)cc1,COc1ccc(C(=O)Nc2ccc(Cl)cc2C(=O)NCCN2CCOCC2)cc1,1
COC(=O)[C@@]1(Cc2ccc(OC)cc2)[C@H]2c3cc(C(=O)N(C)C)[nH]c3C[C@H]2CN1C(=O)c1ccccc1,COC(=O)[C@@]1(Cc2ccc(OC)cc2)[C@H]2c3cc(C(=O)N(C)C)[nH]c3C[C@H]2CN1C(=O)c1ccccc1,1
COC(=O)N1CCC2(CCCN(Cc3nccs3)C2)CC1,COC(=O)N1CCC2(CCCN(Cc3nccs3)C2)CC1,1
COc1cc(C2C(C#N)=C(N)N(Nc3ccccc3)C3=C2C(=O)CC(C)(C)C3)ccc1OCc1cccc(F)c1,COc1cc(C2C(C#N)=C(N)N(Nc3ccccc3)C3=C2C(=O)CC(C)(C)C3)ccc1OCc1cccc(F)c1,1
CCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@]12C,CCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@]12C,1
C=CCSC[C@@H]1Nc2cc(Cl)c(S(N)(=O)=O)cc2S(=O)(=O)N1,C=CCSC[C@@H]1Nc2cc(Cl)c(S(N)(=O)=O)cc2S(=O)(=O)N1,0
CCN(CCCNC(=O)C1CCN(S(=O)(=O)CC)CC1)c1cccc(C)c1,CCN(CCCNC(=O)C1CCN(S(=O)(=O)CC)CC1)c1cccc(C)c1,1
COc1cccc(-c2cncnc2NCc2cccs2)c1,COc1cccc(-c2cncnc2NCc2cccs2)c1,1
CN[C@@H]1C[C@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,CN[C@@H]1C[C@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,1
CO[C@H]1COC(=O)CC=C[C@H](C)[C@@H](OC)COC(=O)[C@H](Cc2ccccc2)NC(=O)CC=C[C@@H]1C,CO[C@H]1COC(=O)CC=C[C@H](C)[C@@H](OC)COC(=O)[C@H](Cc2ccccc2)NC(=O)CC=C[C@@H]1C,0
CCN(CC)CCOC(=O)C(C)(c1ccccc1)c1ccccc1,CCN(CC)CCOC(=O)C(C)(c1ccccc1)c1ccccc1,0
Nc1nc(Cl)cc(N2CCC(c3cc(-c4ccc(Cl)cc4Cl)[nH]n3)CC2)n1,Nc1nc(Cl)cc(N2CCC(c3cc(-c4ccc(Cl)cc4Cl)[nH]n3)CC2)n1,1
CN1/C(=C\C(=O)COC(=O)Cn2nnc(-c3ccccc3)n2)C(C)(C)c2ccccc21,CN1/C(=C\C(=O)COC(=O)Cn2nnc(-c3ccccc3)n2)C(C)(C)c2ccccc21,1
CCOC(=O)/C(C#N)=C1/SC(CC)C(=O)N1c1ccc(Br)cc1,CCOC(=O)/C(C#N)=C1/SC(CC)C(=O)N1c1ccc(Br)cc1,1
O=C(c1cccc(F)c1)N1CCC2(CCCN(c3cccc(-c4ccccc4)c3)C2)CC1,O=C(c1cccc(F)c1)N1CCC2(CCCN(c3cccc(-c4ccccc4)c3)C2)CC1,1
O=C(O)C/C(=C\c1ccco1)C(=O)O,O=C(O)C/C(=C\c1ccco1)C(=O)O,0
Cc1cccc(CNc2cc(-c3ccc(C(=O)N(C)C)cc3)ncn2)c1,Cc1cccc(CNc2cc(-c3ccc(C(=O)N(C)C)cc3)ncn2)c1,0
C=C1CC[C@@H]2O[C@]2(C)CC[C@@H]2[C@H]1CC2(C)C,C=C1CC[C@@H]2O[C@]2(C)CC[C@@H]2[C@H]1CC2(C)C,1
Cc1nc(N)sc1CCN,Cc1nc(N)sc1CCN,0
Cc1ccc(C2C(C(=O)c3ccc(Cl)cc3)=C(O)C(=O)N2CC2CCCO2)o1,Cc1ccc(C2C(C(=O)c3ccc(Cl)cc3)=C(O)C(=O)N2CC2CCCO2)o1,0
Nc1nc(N)nc(-c2ccccc2)n1,Nc1nc(N)nc(-c2ccccc2)n1,1
C#C[C@]1(O)CC[C@@H]2[C@H]3CCC4=Cc5oncc5C[C@]4(C)[C@@H]3CC[C@@]21C,C#C[C@]1(O)CC[C@@H]2[C@H]3CCC4=Cc5oncc5C[C@]4(C)[C@@H]3CC[C@@]21C,1
CCC(C)(C)C(=O)O[C@@H]1C[C@H](C)C=C2C=C[C@H](C)[C@@H](CC[C@H]3C[C@@H](O)CC(=O)O3)[C@H]21,CCC(C)(C)C(=O)O[C@@H]1C[C@H](C)C=C2C=C[C@H](C)[C@@H](CC[C@H]3C[C@@H](O)CC(=O)O3)[C@H]21,0
O=C(c1csnn1)N1CCC[C@@]2(CCN(c3ccccc3)C2)C1,O=C(c1csnn1)N1CCC[C@@]2(CCN(c3ccccc3)C2)C1,1
COc1ccccc1N1CCN(CCN2C(=O)CC3(CCCC3)CC2=O)CC1,COc1ccccc1N1CCN(CCN2C(=O)CC3(CCCC3)CC2=O)CC1,0
Clc1ccc2c(c1)C1=C(C(c3ccncc3)O2)C(c2ccc(Br)cc2)n2ncnc2N1,Clc1ccc2c(c1)C1=C(C(c3ccncc3)O2)C(c2ccc(Br)cc2)n2ncnc2N1,1
CS(=O)(=O)N1CCC2(CC1)CN(C(=O)Nc1cccc(F)c1)C2,CS(=O)(=O)N1CCC2(CC1)CN(C(=O)Nc1cccc(F)c1)C2,0
CNCC[C@H](Oc1ccc(C(F)(F)F)cc1)c1ccccc1,CNCC[C@H](Oc1ccc(C(F)(F)F)cc1)c1ccccc1,1
CC1CN(C(=O)CN2C(=O)NC3(CCCCCC3)C2=O)CC(C)O1,CC1CN(C(=O)CN2C(=O)NC3(CCCCCC3)C2=O)CC(C)O1,0
CCOc1ccccc1Nc1nc(-c2sc(NC(=O)c3ccccc3)nc2C)cs1,CCOc1ccccc1Nc1nc(-c2sc(NC(=O)c3ccccc3)nc2C)cs1,1
CSc1ccc(C(=O)C(C)(C)N2CCOCC2)cc1,CSc1ccc(C(=O)C(C)(C)N2CCOCC2)cc1,1
COc1ccc(NC(C)=O)cc1N,COc1ccc(NC(C)=O)cc1N,1
COc1cc(C2C3=C(N=C(C)/C2=C(/O)OCCC#N)c2ccccc2S3(=O)=O)cc(OC)c1OC,COc1cc(C2C3=C(N=C(C)/C2=C(/O)OCCC#N)c2ccccc2S3(=O)=O)cc(OC)c1OC,1
O=C(c1ccc(Cl)cc1)c1cnc(-c2ccccc2)s1,O=C(c1ccc(Cl)cc1)c1cnc(-c2ccccc2)s1,0
O=NN1CCCC1,O=NN1CCCC1,0
Cc1ccc(C(=O)O)cc1[N+](=O)[O-],Cc1ccc(C(=O)O)cc1[N+](=O)[O-],0
CC1CC(OC(=O)C(O)c2ccccc2)CC(C)(C)N1C.Cl,CC1CC(OC(=O)C(O)c2ccccc2)CC(C)(C)N1C,1
CC(=O)NCCc1cc2cc(C)c(C)cc2nc1O,CC(=O)NCCc1cc2cc(C)c(C)cc2nc1O,0
CO[C@@H](C(C)C)[C@@H](C)[C@@H]1OC(=O)C[C@@H]1O,CO[C@@H](C(C)C)[C@@H](C)[C@@H]1OC(=O)C[C@@H]1O,0
COc1ccc(C(=O)c2ccccc2)cc1Br,COc1ccc(C(=O)c2ccccc2)cc1Br,1
Cc1cc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NN3CCCCCC3)cc2)no1,Cc1cc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NN3CCCCCC3)cc2)no1,0
CNc1ncncc1-c1c(C)noc1C,CNc1ncncc1-c1c(C)noc1C,0
CN(Cc1ccco1)c1cc(-c2ccc3c(c2)OCO3)ncn1,CN(Cc1ccco1)c1cc(-c2ccc3c(c2)OCO3)ncn1,1
O=C(O)CCC(=O)c1ccc(Cl)cc1,O=C(O)CCC(=O)c1ccc(Cl)cc1,0
CC(C)c1ccc(OCc2ccc(C(=O)N3CCN(c4ccccn4)CC3)cc2)cc1,CC(C)c1ccc(OCc2ccc(C(=O)N3CCN(c4ccccn4)CC3)cc2)cc1,1
ClC(Cl)(Cl)c1ccc(C(Cl)(Cl)Cl)cc1,ClC(Cl)(Cl)c1ccc(C(Cl)(Cl)Cl)cc1,0
CC(=O)N1CCN(c2ccc(OC[C@H]3CO[C@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,CC(=O)N1CCN(c2ccc(OC[C@H]3CO[C@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,1
COc1ccc(O[C@H]2C=C[C@@H](c3ccccc3)O[C@H]2CO/N=C(/C)CCC(=O)OC[C@@H]2O[C@H](c3ccccc3)C=C[C@@H]2Oc2ccc(OC)cc2)cc1,COc1ccc(O[C@H]2C=C[C@@H](c3ccccc3)O[C@H]2CO/N=C(/C)CCC(=O)OC[C@@H]2O[C@H](c3ccccc3)C=C[C@@H]2Oc2ccc(OC)cc2)cc1,1
Cl[V](Cl)(C1C=CC=C1)C1C=CC=C1,Cl[V](Cl)(C1C=CC=C1)C1C=CC=C1,0
O=C(c1ccco1)N1CCC[C@@]2(CCN(C(c3ccccc3)c3ccccc3)C2)C1,O=C(c1ccco1)N1CCC[C@@]2(CCN(C(c3ccccc3)c3ccccc3)C2)C1,0
O=C(NC(=S)Nc1ccc(C(=O)N2CCOCC2)cc1)c1ccc([N+](=O)[O-])cc1,O=C(NC(=S)Nc1ccc(C(=O)N2CCOCC2)cc1)c1ccc([N+](=O)[O-])cc1,0
COc1cc(/C=N/O)cc(Br)c1OCc1ccc(Cl)cc1,COc1cc(/C=N/O)cc(Br)c1OCc1ccc(Cl)cc1,1
N#Cc1cccc(NC(=O)N2CC3(CCN(C(=O)c4cnccn4)CC3)C2)c1,N#Cc1cccc(NC(=O)N2CC3(CCN(C(=O)c4cnccn4)CC3)C2)c1,0
Cc1nc(N2CCN(S(=O)(=O)c3ccccc3)CC2)c2c3c(sc2n1)CC(C)CC3,Cc1nc(N2CCN(S(=O)(=O)c3ccccc3)CC2)c2c3c(sc2n1)CC(C)CC3,1
COc1ccc(C(=O)c2ccc(OC)cc2O)c(O)c1,COc1ccc(C(=O)c2ccc(OC)cc2O)c(O)c1,1
C#C[C@]1(OC(=O)CCCCCC)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,C#C[C@]1(OC(=O)CCCCCC)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,1
Cc1ccc(C)c(-c2cc(C(=O)NCc3cccs3)c3ccccc3n2)c1,Cc1ccc(C)c(-c2cc(C(=O)NCc3cccs3)c3ccccc3n2)c1,1
CC(=O)N1C2(C=CC1(C)C(=O)NCCN1CCOCC1)CCCCC2,CC(=O)N1C2(C=CC1(C)C(=O)NCCN1CCOCC1)CCCCC2,1
N=C(NCCCC(N)C(=O)O)N[N+](=O)[O-],N=C(NCCCC(N)C(=O)O)N[N+](=O)[O-],0
CC(C)[C@@H]1OC(=O)C=CC=CC=CC=CC=CC[C@@H](O)[C@H](C)[C@@H](O)C[C@H](O)C[C@H](O)C[C@H](O)C[C@H](O)C[C@H](O)C[C@H](O)C=C[C@@H]1C,CC(C)[C@@H]1OC(=O)C=CC=CC=CC=CC=CC[C@@H](O)[C@H](C)[C@@H](O)C[C@H](O)C[C@H](O)C[C@H](O)C[C@H](O)C[C@H](O)C[C@H](O)C=C[C@@H]1C,0
Cc1ccc([N+](=O)[O-])cc1N,Cc1ccc([N+](=O)[O-])cc1N,0
FC(F)(F)c1cccc(Cl)c1,FC(F)(F)c1cccc(Cl)c1,0
CC(C)=CCOc1c2occc2cc2ccc(=O)oc12,CC(C)=CCOc1c2occc2cc2ccc(=O)oc12,0
COc1ccccc1NC(=S)NNC(=O)c1c(Cl)c(C)nn1C,COc1ccccc1NC(=S)NNC(=O)c1c(Cl)c(C)nn1C,0
CCN(CC)CCNC(=O)c1cc(S(C)(=O)=O)ccc1OC.Cl,CCN(CC)CCNC(=O)c1cc(S(C)(=O)=O)ccc1OC,0
N[C@@H](Cc1nnn[nH]1)C(=O)O,N[C@@H](Cc1nnn[nH]1)C(=O)O,0
C1CCN2CC3CC(CN4CCCC[C@@H]34)C2C1,C1CCN2CC3CC(CN4CCCC[C@@H]34)C2C1,0
CC(=O)Nc1ccc(NC(=O)c2ccccc2CC[N+](=O)[O-])cc1,CC(=O)Nc1ccc(NC(=O)c2ccccc2CC[N+](=O)[O-])cc1,1
CCOc1cc(OP(=S)(OC)OC)nc(CC)n1,CCOc1cc(OP(=S)(OC)OC)nc(CC)n1,0
O=S(=O)(Oc1ccc(Cl)cc1Cl)c1ccccc1,O=S(=O)(Oc1ccc(Cl)cc1Cl)c1ccccc1,1
O=C1C2CCCN2C(c2ccccc2F)N1c1ccc(Cl)cc1,O=C1C2CCCN2C(c2ccccc2F)N1c1ccc(Cl)cc1,1
COC(=O)c1cccc(C23CC4(C2)[C@@H](c2ccccc2)N(Cc2cccnc2)C[C@@H]4C3c2ccc(Cl)nc2)c1,COC(=O)c1cccc(C23CC4(C2)[C@H](CN(Cc2cccnc2)[C@@H]4c2ccccc2)C3c2ccc(Cl)nc2)c1,1
OCC1OC(n2cnc3cc(Cl)c(Cl)cc32)C(O)C1O,OCC1OC(n2cnc3cc(Cl)c(Cl)cc32)C(O)C1O,0
O=C(CSc1nc2ccccc2o1)NC(=O)NCc1ccccc1,O=C(CSc1nc2ccccc2o1)NC(=O)NCc1ccccc1,1
c1ccc2c(c1)CCC[C@H]2C1=NCCN1,c1ccc2c(c1)CCC[C@H]2C1=NCCN1,0
OC[C@@H]1O[C@@H](O)[C@H](/N=C\c2ccc3c(c2)OCO3)[C@@H](O)[C@@H]1O,OC[C@@H]1O[C@@H](O)[C@H](/N=C\c2ccc3c(c2)OCO3)[C@@H](O)[C@@H]1O,0
Nc1c(/N=N/c2ccc(-c3ccc(/N=N/c4cc(S(=O)(=O)[O-])c5ccccc5c4N)cc3)cc2)cc(S(=O)(=O)[O-])c2ccccc12.[Na+].[Na+],Nc1c(/N=N/c2ccc(-c3ccc(/N=N/c4cc(S(=O)(=O)O)c5ccccc5c4N)cc3)cc2)cc(S(=O)(=O)O)c2ccccc12,0
ClCCCl,ClCCCl,0
C=C(C)[C@H]1CC[C@]2(CO)CC[C@]3(C)[C@@H](CC[C@@H]4[C@]3(C)CC[C@H]3C(C)(C)[C@H](O)CC[C@]43C)[C@H]12,C=C(C)[C@H]1CC[C@]2(CO)CC[C@]3(C)[C@@H](CC[C@H]4[C@@]5(C)CC[C@@H](O)C(C)(C)[C@@H]5CC[C@@]43C)[C@H]12,0
N=C(c1ccc2ccccc2c1)c1ccccc1Cc1ccccc1,N=C(c1ccc2ccccc2c1)c1ccccc1Cc1ccccc1,1
CC[C@H](C)C(=O)O[C@H]1CCC=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@H](O)CC(=O)O3)[C@H]21,CC[C@H](C)C(=O)O[C@H]1CCC=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@H](O)CC(=O)O3)[C@H]21,0
Cc1ccc(Nc2c([N+](=O)[O-])ccc3c2=NC2(CCCCC2)N=3)cc1,Cc1ccc(Nc2c([N+](=O)[O-])ccc3c2=NC2(CCCCC2)N=3)cc1,1
COC(=O)[C@@]1(Cc2ccc(F)cc2)[C@H]2c3cc(C(=O)N4CCCC4)n(Cc4ccccc4)c3C[C@H]2CN1C(=O)c1ccccc1,COC(=O)[C@@]1(Cc2ccc(F)cc2)[C@H]2c3cc(C(=O)N4CCCC4)n(Cc4ccccc4)c3C[C@H]2CN1C(=O)c1ccccc1,0
CO/N=C/c1ccc(N2CCN(C(=O)c3ccc(Cl)cc3Cl)CC2)c([N+](=O)[O-])c1,CO/N=C/c1ccc(N2CCN(C(=O)c3ccc(Cl)cc3Cl)CC2)c([N+](=O)[O-])c1,1
Nc1ncnc2c1nc(Br)n2[C@H]1O[C@H]2COP(=O)([O-])O[C@H]2[C@@H]1O,Nc1ncnc2c1nc(Br)n2[C@H]1O[C@H]2COP(=O)(O)O[C@H]2[C@@H]1O,0
CCc1ccccc1NC(=O)C(C)n1nc([N+](=O)[O-])c(Br)c1C,CCc1ccccc1NC(=O)C(C)n1nc([N+](=O)[O-])c(Br)c1C,1
CC(C)=CCc1c(O)cc(O)c2c1O[C@H](c1ccccc1)CC2=O,CC(C)=CCc1c(O)cc(O)c2c1O[C@H](c1ccccc1)CC2=O,1
c1ccc(/C(=N/Nc2nc3ccccc3s2)c2ccccn2)cc1,c1ccc(/C(=N/Nc2nc3ccccc3s2)c2ccccn2)cc1,0
O=[N+]([O-])c1cccc(I)c1,O=[N+]([O-])c1cccc(I)c1,0
Cc1cc(C)nc(NC(=N)Nc2ccc(F)c([N+](=O)[O-])c2)n1,Cc1cc(C)nc(NC(=N)Nc2ccc(F)c([N+](=O)[O-])c2)n1,1
ClC(Cl)C(Cl)(Cl)Cl,ClC(Cl)C(Cl)(Cl)Cl,0
O=C(c1cnc(N2CCN(c3ncccn3)CC2)c2ccccc12)N1CCN(c2ncccn2)CC1,O=C(c1cnc(N2CCN(c3ncccn3)CC2)c2ccccc12)N1CCN(c2ncccn2)CC1,1
CC1=CCC2C(C1)C2(C)C,CC1=CCC2C(C1)C2(C)C,0
CC(C)[C@@]12CC[C@@]3(CC[C@@H]4[C@@](C)(C(=O)O)CCC[C@@]4(C)[C@@H]3C1)[C@@H](CN)C2,CC(C)[C@@]12CC[C@@]3(CC[C@H]4[C@@](C)(CCC[C@]4(C)C(=O)O)[C@@H]3C1)[C@@H](CN)C2,0
CC(=O)c1cc2c(cc1N/C=C\c1nnnn1-c1ccc(Br)cc1)OCO2,CC(=O)c1cc2c(cc1N/C=C\c1nnnn1-c1ccc(Br)cc1)OCO2,1
CCCCCCCC/C=C\CCCCCCCC(=O)OCC,CCCCCCCC/C=C\CCCCCCCC(=O)OCC,0
COc1ccccc1NC(=O)CN1CCC(C(=O)c2ccc(F)cc2)CC1,COc1ccccc1NC(=O)CN1CCC(C(=O)c2ccc(F)cc2)CC1,1
N#Cc1cccc(NC(=O)N2CC[C@@]3(CCCNC3)C2)c1,N#Cc1cccc(NC(=O)N2CC[C@@]3(CCCNC3)C2)c1,0
Cc1ccccc1C(C(=O)NC1CCCC1)N(C(=O)Cc1cccs1)c1ccc2c(c1)OCCO2,Cc1ccccc1C(C(=O)NC1CCCC1)N(C(=O)Cc1cccs1)c1ccc2c(c1)OCCO2,1
CCNC(=O)CN1c2cccc3cccc(c23)S1(=O)=O,CCNC(=O)CN1c2cccc3cccc(c23)S1(=O)=O,1
CC12C=C(/C=C/c3ccc(F)cc3)C(C)(C1)C(c1ccc(F)cc1)CC2=O,CC12C=C(/C=C/c3ccc(F)cc3)C(C)(C1)C(c1ccc(F)cc1)CC2=O,1
Cc1noc(C)c1-c1ccc2ncnc(NC3CC3)c2c1,Cc1noc(C)c1-c1ccc2ncnc(NC3CC3)c2c1,1
CCCC[C@H]1C[C@@H]1[C@@H]1N(C(C)=O)[C@H](c2cccc(OC)c2)CC12CC2,CCCC[C@H]1C[C@@H]1[C@@H]1N(C(C)=O)[C@H](c2cccc(OC)c2)CC12CC2,1
Clc1ccc2c(c1)C(c1cccs1)=NNC(c1cccnc1)=N2,Clc1ccc2c(c1)C(c1cccs1)=NNC(c1cccnc1)=N2,1
Cc1nn(Cc2c(F)c(F)c(F)c(F)c2F)c(C)c1NC(=O)c1cccc(COc2ccc(Cl)cc2)c1,Cc1nn(Cc2c(F)c(F)c(F)c(F)c2F)c(C)c1NC(=O)c1cccc(COc2ccc(Cl)cc2)c1,1
CCCC(=O)NC(Oc1ccc(Cl)cc1Cl)C(Cl)(Cl)Cl,CCCC(=O)NC(Oc1ccc(Cl)cc1Cl)C(Cl)(Cl)Cl,1
C=C1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@H]12.Cl,C=C1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@H]12,0
CCCCNc1c(C(=O)OCC)c(C)nc2c1cnn2CC.Cl,CCCCNc1c(C(=O)OCC)c(C)nc2c1cnn2CC,0
O=C(/C=C/c1ccccc1)NNC(=O)c1cccnc1,O=C(/C=C/c1ccccc1)NNC(=O)c1cccnc1,0
CCOC(=O)C1CCN(C(=O)C23CC4CC(CC(C4)C2)C3)CC1,CCOC(=O)C1CCN(C(=O)C23CC4CC(CC(C4)C2)C3)CC1,1
c1ccc(-c2ccc(C3=Nn4c(Cn5nnc6ccccc65)nnc4SC3)cc2)cc1,c1ccc(-c2ccc(C3=Nn4c(Cn5nnc6ccccc65)nnc4SC3)cc2)cc1,1
CCC(CC)c1nnc(NC(=O)c2cccc(S(=O)(=O)N3CCc4ccccc43)c2)s1,CCC(CC)c1nnc(NC(=O)c2cccc(S(=O)(=O)N3CCc4ccccc43)c2)s1,1
O=C(CN(CC1CCCO1)C(=O)CNS(=O)(=O)c1ccc(Cl)cc1)NCCc1ccccc1,O=C(CN(CC1CCCO1)C(=O)CNS(=O)(=O)c1ccc(Cl)cc1)NCCc1ccccc1,1
O=C(NCc1ccccc1)c1ccc(Cl)cc1[N+](=O)[O-],O=C(NCc1ccccc1)c1ccc(Cl)cc1[N+](=O)[O-],1
CC[C@]12CCCN3CCc4c(n(c5ccccc45)[C@@](O)(C(=O)OC)C1)[C@@H]32,CC[C@]12CCCN3CCc4c(n(c5ccccc45)[C@@](O)(C(=O)OC)C1)[C@@H]32,0
OCc1ccccc1O[C@H]1OC(CO)C(O)C(O)C1O,OCc1ccccc1O[C@H]1OC(CO)C(O)C(O)C1O,0
O=C(OC1Cc2c(O)cc(O)cc2OC1c1cc(O)c(=O)c2c(O)c(O)cc(C3Oc4cc(O)cc(O)c4CC3OC(=O)c3cc(O)c(O)c(O)c3)c2c1)c1cc(O)c(O)c(O)c1,O=C(OC1Cc2c(O)cc(O)cc2OC1c1cc(O)c(=O)c2c(O)c(O)cc(C3Oc4cc(O)cc(O)c4CC3OC(=O)c3cc(O)c(O)c(O)c3)c2c1)c1cc(O)c(O)c(O)c1,1
CCCSC1=C(C#N)C(c2cccnc2)C(C(=O)OCC)=C(c2ccccc2)N1,CCCSC1=C(C#N)C(c2cccnc2)C(C(=O)OCC)=C(c2ccccc2)N1,1
CC(C)n1nnnc1SCC(=O)NCCc1ccccc1,CC(C)n1nnnc1SCC(=O)NCCc1ccccc1,1
CCCc1c2oc(C(=O)O)cc(=O)c2cc2c(=O)cc(C(=O)O)n(CC)c12,CCCc1c2oc(C(=O)O)cc(=O)c2cc2c(=O)cc(C(=O)O)n(CC)c12,0
Cc1c(N)nc(C(CC(N)=O)NCC(N)C(N)=O)nc1C(=O)NC(C(=O)NC(C)C(O)C(C)C(=O)NC(C(=O)NCCc1nc(-c2nc(C(=O)NCCCN[C@@H](C)c3ccccc3)cs2)cs1)C(C)O)C(O[C@@H]1O[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](OC(N)=O)[C@@H]1O)c1c[nH]cn1.O=S(=O)(O)O,Cc1c(N)nc(C(CC(N)=O)NCC(N)C(N)=O)nc1C(=O)NC(C(=O)NC(C)C(O)C(C)C(=O)NC(C(=O)NCCc1nc(-c2nc(C(=O)NCCCN[C@@H](C)c3ccccc3)cs2)cs1)C(C)O)C(O[C@@H]1O[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](OC(N)=O)[C@@H]1O)c1c[nH]cn1,0
COc1cc(-c2ccc(N)c(OC)c2)ccc1N.Cl.Cl,COc1cc(-c2ccc(N)c(OC)c2)ccc1N,0
C[N+](C)(C)Cc1ccccc1.[OH-],C[N+](C)(C)Cc1ccccc1,0
COCCNc1ccnc(-c2cccc(NS(C)(=O)=O)c2)n1,COCCNc1ccnc(-c2cccc(NS(C)(=O)=O)c2)n1,0
